,Variable,SHAP_abs,Corr,Sign
56,hedis_dia_hba1c_test_Y,0.0,0.0,blue
57,hedis_dia_ldc_c_control_X,0.0,0.0,blue
58,hedis_dia_ldc_c_control_Y,0.0,0.0,blue
59,hedis_dia_ldc_c_screen_X,0.0,0.0,blue
60,hedis_dia_ldc_c_screen_Y,0.0,0.0,blue
206,rx_bh_ind,0.0,0.0,blue
61,hedis_dia_ma_nephr_X,0.0,0.0,blue
64,rucc_category_3-Metro,0.0,0.0,blue
65,rucc_category_4-Nonmetro,0.0,0.0,blue
66,rucc_category_5-Nonmetro,0.0,0.0,blue
67,rucc_category_6-Nonmetro,0.0,0.0,blue
68,rucc_category_7-Nonmetro,0.0,0.0,blue
69,rucc_category_8-Nonmetro,0.0,0.0,blue
70,rucc_category_9-Nonmetro,0.0,0.0,blue
73,cms_ra_factor_type_cd_CP,0.0,0.0,blue
74,cms_ra_factor_type_cd_D,0.0,0.0,blue
63,rucc_category_2-Metro,0.0,0.0,blue
207,submcc_cir_art_ind,0.0,0.0,blue
173,submcc_trm_spfx_ind,0.0,0.0,blue
241,rx_gpi2_51_ind,0.0,0.0,blue
229,rx_gpi2_93_ind,0.0,0.0,blue
230,submcc_hdz_arrh_ind,0.0,0.0,blue
231,submcc_rar_ms_ind,0.0,0.0,blue
232,rx_gpi2_47_ind,0.0,0.0,blue
233,rx_gpi2_56_ind,0.0,0.0,blue
234,betos_m5b_ind,0.0,0.0,blue
235,submcc_dig_ugi_ind,0.0,0.0,blue
236,rx_gpi2_33_ind,0.0,0.0,blue
305,submcc_sns_coma_ind,0.0,0.0,blue
238,submcc_res_othr_ind,0.0,0.0,blue
306,rx_gpi2_83_ind,0.0,0.0,blue
307,submcc_can_othr_ind,0.0,0.0,blue
239,submcc_ano_mus_ind,0.0,0.0,blue
287,submcc_neo_fh/ho_ind,0.0,0.0,blue
240,submcc_ner_deg_ind,0.0,0.0,blue
308,rx_gpi2_43_ind,0.0,0.0,blue
242,submcc_dia_pvd_ind,0.0,0.0,blue
243,submcc_cir_othr_ind,0.0,0.0,blue
244,submcc_can_leuk_ind,0.0,0.0,blue
286,betos_m5c_ind,0.0,0.0,blue
309,submcc_trm_prly_ind,0.0,0.0,blue
245,submcc_rar_othr_ind,0.0,0.0,blue
310,submcc_cad_cabg_ind,0.0,0.0,blue
246,rx_gpi2_35_ind,0.0,0.0,blue
213,rx_gpi2_14_ind,0.0,0.0,blue
304,rx_gpi2_69_ind,0.0,0.0,blue
303,submcc_cad_isch_ind,0.0,0.0,blue
228,submcc_cer_tia_ind,0.0,0.0,blue
288,submcc_cad_ashd_ind,0.0,0.0,blue
272,submcc_cad_fh/ho_ind,0.0,0.0,blue
218,rx_gpi2_54_ind,0.0,0.0,blue
296,rx_gpi2_11_ind,0.0,0.0,blue
219,submcc_ben_lymp_ind,0.0,0.0,blue
298,submcc_sor_ear_ind,0.0,0.0,blue
295,submcc_sns_abd_ind,0.0,0.0,blue
299,submcc_res_asth_ind,0.0,0.0,blue
220,rx_gpi2_19_ind,0.0,0.0,blue
294,rx_gpi2_08_ind,0.0,0.0,blue
300,submcc_end_thy_ind,0.0,0.0,blue
221,submcc_ben_unk_ind,0.0,0.0,blue
301,rx_gpi2_23_ind,0.0,0.0,blue
285,submcc_can_skn_ind,0.0,0.0,blue
216,rx_gpi2_05_ind,0.0,0.0,blue
223,submcc_cir_anur_ind,0.0,0.0,blue
293,rx_gpi2_64_ind,0.0,0.0,blue
224,submcc_pre_othr_ind,0.0,0.0,blue
225,rx_gpi2_12_ind,0.0,0.0,blue
226,rx_gpi2_34_ind,0.0,0.0,blue
215,submcc_ben_ner_ind,0.0,0.0,blue
292,rx_gpi2_90_ind,0.0,0.0,blue
214,betos_t1a_ind,0.0,0.0,blue
291,submcc_trm_fxul_ind,0.0,0.0,blue
290,submcc_inf_cand_ind,0.0,0.0,blue
289,rx_gpi2_01_ind,0.0,0.0,blue
227,submcc_ano_hrt_ind,0.0,0.0,blue
222,rx_gpi2_02_ind,0.0,0.0,blue
217,betos_m2c_ind,0.0,0.0,blue
247,rx_gpi2_49_ind,0.0,0.0,blue
312,betos_d1c_ind,0.0,0.0,blue
261,rx_gpi2_26_ind,0.0,0.0,blue
324,submcc_rar_sca_ind,0.0,0.0,blue
262,submcc_trm_hip_ind,0.0,0.0,blue
209,submcc_trm_brn_ind,0.0,0.0,blue
263,betos_m5d_ind,0.0,0.0,blue
208,rx_gpi2_29_ind,0.0,0.0,blue
325,submcc_can_h/n_ind,0.0,0.0,blue
279,submcc_cer_seq_ind,0.0,0.0,blue
278,submcc_can_res_ind,0.0,0.0,blue
265,submcc_sns_dth_ind,0.0,0.0,blue
326,submcc_inf_men_ind,0.0,0.0,blue
266,rx_gpi2_60_ind,0.0,0.0,blue
323,rx_gpi2_04_ind,0.0,0.0,blue
267,submcc_cer_occ_ind,0.0,0.0,blue
327,rx_gpi2_75_ind,0.0,0.0,blue
328,rx_gpi2_61_ind,0.0,0.0,blue
269,submcc_mus_form_ind,0.0,0.0,blue
277,submcc_men_othr_ind,0.0,0.0,blue
329,betos_t1h_ind,0.0,0.0,blue
276,rx_gpi2_99_ind,0.0,0.0,blue
275,submcc_sns_cons_ind,0.0,0.0,blue
274,submcc_inj_othr_ind,0.0,0.0,blue
270,submcc_hdz_surg_ind,0.0,0.0,blue
273,submcc_end_gld_ind,0.0,0.0,blue
330,submcc_hdz_it_i_ind,0.0,0.0,blue
271,submcc_ano_othr_ind,0.0,0.0,blue
268,rx_gpi2_95_ind,0.0,0.0,blue
248,submcc_ner_infl_ind,0.0,0.0,blue
260,rx_gpi2_30_ind,0.0,0.0,blue
321,rx_gpi2_65_ind,0.0,0.0,blue
249,rx_gpi2_79_ind,0.0,0.0,blue
212,rx_gpi2_42_ind,0.0,0.0,blue
284,betos_o1a_ind,0.0,0.0,blue
283,submcc_ner_epil_ind,0.0,0.0,blue
250,rx_gpi2_27_ind,0.0,0.0,blue
211,rx_gpi2_97_ind,0.0,0.0,blue
313,rx_branded_ind,0.0,0.0,blue
282,submcc_dia_neu_ind,0.0,0.0,blue
314,submcc_rar_als_ind,0.0,0.0,blue
251,submcc_can_end_ind,0.0,0.0,blue
252,rx_mail_ind,0.0,0.0,blue
315,submcc_rar_cf_ind,0.0,0.0,blue
322,submcc_rsk_smok_ind,0.0,0.0,blue
281,submcc_men_abus_ind,0.0,0.0,blue
254,betos_t1b_ind,0.0,0.0,blue
210,submcc_hiv_othr_ind,0.0,0.0,blue
316,rx_gpi2_94_ind,0.0,0.0,blue
255,rx_gpi2_92_ind,0.0,0.0,blue
317,rx_gpi2_25_ind,0.0,0.0,blue
318,rx_gpi2_44_ind,0.0,0.0,blue
256,submcc_dig_lgi_ind,0.0,0.0,blue
257,submcc_mus_jnt_ind,0.0,0.0,blue
280,submcc_rar_cid_ind,0.0,0.0,blue
319,rx_gpi2_59_ind,0.0,0.0,blue
258,submcc_men_alco_ind,0.0,0.0,blue
259,rx_gpi2_41_ind,0.0,0.0,blue
253,submcc_inj_comp_ind,0.0,0.0,blue
297,rx_gpi2_36_ind,0.0,0.0,blue
647,rx_gpi2_83_pmpm_ct,4.672510352493658e-06,-0.06733482563365044,blue
637,rx_gpi2_73_pmpm_ct,4.930576658128369e-06,0.10215407242130321,red
487,credit_hh_autobank_new,5.005774578079739e-06,-0.057156427990149875,blue
7,cons_hcaccprf_p_0.0,5.4809502342028096e-06,-0.05703308767018921,blue
62,hedis_dia_ma_nephr_Y,5.9479550685290505e-06,-0.049171604207295216,blue
488,credit_hh_autofinance,6.451688926385975e-06,-0.03376065767058392,blue
677,submcc_bld_othr_pmpm_ct,9.40744643068286e-06,0.09260016073257549,red
320,rx_gpi2_86_ind,1.0598812996533858e-05,-0.06589491841235377,blue
712,submcc_dia_pvd_pmpm_ct,1.0663402543788134e-05,0.08430422334414651,red
369,submcc_vco_othr_ind,1.0847532204539532e-05,0.0840104472109938,red
704,submcc_cir_anur_pmpm_ct,1.1065740329100465e-05,0.34690680179216693,red
100,bh_cdal_ind,1.2265794191291006e-05,-0.10318489450829425,blue
426,rx_gpi2_57_ind,1.3495063866558835e-05,0.08073483184768873,red
584,rx_gpi2_18_pmpm_ct,1.3832711476802663e-05,0.16747938637962928,red
374,betos_t1e_ind,1.4270458827085286e-05,-0.052505948722926465,blue
799,submcc_rsk_glu_pmpm_ct,1.532379836234347e-05,-0.06018148350551075,blue
352,submcc_gus_male_ind,1.541065063388208e-05,-0.07529060518689816,blue
788,submcc_res_alg_pmpm_ct,1.579981503521484e-05,-0.08227601424714331,blue
570,rx_gpi2_02_pmpm_ct,1.889522139485241e-05,-0.1044868198030865,blue
649,rx_gpi2_85_pmpm_ct,1.8902632366386228e-05,0.19317561862040705,red
490,credit_hh_bankcard_severederog,1.9453486664138128e-05,-0.04630752122822648,blue
516,credit_num_autofinance,1.9553380006303236e-05,0.047097872160707856,red
748,submcc_men_alco_pmpm_ct,1.9836756757373692e-05,0.140335267927352,red
601,rx_gpi2_35_pmpm_ct,2.0367382700969652e-05,0.36002730354245377,red
701,submcc_cer_occ_pmpm_ct,2.0763457296166514e-05,0.22932452602357928,red
606,rx_gpi2_40_pmpm_ct,2.0907696617922077e-05,0.462455250626324,red
813,submcc_sor_ear_pmpm_ct,2.103380275854665e-05,0.02791910312852379,red
572,rx_gpi2_04_pmpm_ct,2.1358147371526455e-05,-0.15581895729023212,blue
726,submcc_gus_male_pmpm_ct,2.1535351356571777e-05,-0.15460160004974483,blue
620,rx_gpi2_54_pmpm_ct,2.224325800700689e-05,0.2513110927834889,red
702,submcc_cer_seq_pmpm_ct,2.2272127189402947e-05,0.5578998277028246,red
481,credit_hh_1stmtg_severederog,2.264150455044088e-05,-0.07414565427373397,blue
722,submcc_end_thy_pmpm_ct,2.2778082434809536e-05,0.24398425310449356,red
506,credit_num_1stmtg_30to59dpd,2.3001319151742966e-05,0.00981921851880118,red
479,credit_bal_totalallcredit_90to119dpd,2.4249838244020035e-05,0.12347963222827979,red
523,credit_num_mtg_collections,2.5515633635908705e-05,-0.08968515823268414,blue
607,rx_gpi2_41_pmpm_ct,2.576475073086702e-05,-0.16260819941770227,blue
705,submcc_cir_art_pmpm_ct,2.6583684265771536e-05,-0.15350790172853765,blue
714,submcc_dig_liv_pmpm_ct,2.6705572261973413e-05,-0.09039398872654668,blue
302,submcc_mus_oste_ind,2.67061653250027e-05,0.19311756781653702,red
237,submcc_mus_soft_ind,2.7323047574653377e-05,-0.09231816866448479,blue
795,submcc_rsk_chol_pmpm_ct,3.0420611445690483e-05,-0.1152689242691214,blue
759,submcc_mus_othr_pmpm_ct,3.2125614498820204e-05,0.19799523463572255,red
852,pdc_dep,3.248750950727625e-05,-0.22727698410172484,blue
470,credit_bal_nonagn1stmorg_60to89dpd,3.3125733628147495e-05,0.21886369331195293,red
502,credit_minmob_1stmtgcredit,3.314681624390286e-05,0.09497892512634315,red
462,credit_bal_consumerfinance_new,3.390393363157115e-05,-0.11629872736127823,blue
710,submcc_dia_neu_pmpm_ct,3.430084388969532e-05,0.2763360823589201,red
844,med_ip_snf_admit_days_pmpm,3.552877515303791e-05,0.3763018625835498,red
557,med_ip_acute_admit_ct_pmpm,3.598131957008193e-05,0.2752059087139663,red
803,submcc_rsk_smok_pmpm_ct,3.6891738762451126e-05,0.2716875963375907,red
742,submcc_inf_sep_pmpm_ct,3.838238095365511e-05,0.4713990593269414,red
464,credit_bal_heloc_severederog,3.9153429439549645e-05,0.3854013181399513,red
311,submcc_gus_brst_ind,3.9189339484504195e-05,0.3298482465939477,red
565,med_urgent_care_visit_ct_pmpm,3.9835067112345704e-05,0.2969423459591621,red
650,rx_gpi2_86_pmpm_ct,4.0607415334687804e-05,-0.14751568251426214,blue
684,submcc_cad_isch_pmpm_ct,4.0799856037366576e-05,0.37554421976954794,red
494,credit_hh_nonagnfirstmtg,4.085412830150958e-05,0.10599481111223076,red
757,submcc_mus_jnt_pmpm_ct,4.103400982798538e-05,0.23295296527781795,red
552,betos_t1h_pmpm_ct,4.184408707734654e-05,0.15022313956802505,red
652,rx_gpi2_88_pmpm_ct,4.204902939209136e-05,0.24074725034502154,red
747,submcc_men_abus_pmpm_ct,4.2152684435175005e-05,0.20844298079368803,red
680,submcc_cad_ang_pmpm_ct,4.446533752239982e-05,0.2269632487592572,red
600,rx_gpi2_34_pmpm_ct,4.467919411036391e-05,0.19124862515548607,red
96,smoker_former_ind,4.4923614423830096e-05,0.1963572325458307,red
727,submcc_gus_othr_pmpm_ct,4.59452331946793e-05,-0.2042561704242567,blue
713,submcc_dig_lgi_pmpm_ct,4.675463000604389e-05,0.3366328972101702,red
544,betos_m5d_pmpm_ct,4.9647503223520635e-05,0.12277927652352702,red
790,submcc_res_copd_pmpm_ct,5.3615275602884726e-05,0.39068033566848065,red
546,betos_o1b_pmpm_ct,5.5055007812092757e-05,0.4926157334934094,red
531,credit_num_studentloan,5.6430005213861495e-05,0.18430233464691845,red
536,credit_prcnt_mtgcredit,5.9131978216560435e-05,0.1367844479006011,red
824,submcc_vco_care_pmpm_ct,5.9426022895811206e-05,0.23061157700295748,red
554,betos_y2_pmpm_ct,5.979585579894876e-05,0.41419822733527784,red
800,submcc_rsk_obe_pmpm_ct,5.9810232260090675e-05,0.2493414782881548,red
504,credit_minmob_mtgcredit,6.064143184528872e-05,0.13637155961692432,red
492,credit_hh_consumerfinance_new,6.226568393513624e-05,-0.1423336732870074,blue
654,rx_gpi2_90_pmpm_ct,6.31049658413548e-05,-0.16012947452378476,blue
476,credit_bal_studentloan_60dpd,6.384331538728067e-05,-0.1316034330509841,blue
610,rx_gpi2_44_pmpm_ct,6.455762542050354e-05,0.17351824095421167,red
535,credit_prcnt_autobank,6.468492599186358e-05,-0.1634849472353459,blue
138,lab_abn_result_ind,6.482252242889023e-05,-0.19878474697766882,blue
745,submcc_inj_org_pmpm_ct,6.54416344766966e-05,0.31369420025448747,red
732,submcc_hdz_othr_pmpm_ct,6.587142229048678e-05,0.4542693188334506,red
564,med_physician_office_visit_ct_pmpm,6.652799321126578e-05,0.14374056059852516,red
460,credit_bal_bankcard_severederog,6.653605107521253e-05,0.04539073697623653,red
511,credit_num_1stmtgcredit,6.695284111514405e-05,-0.13700465216176663,blue
453,credit_bal_agency1stmorg_collectio,6.703752555131937e-05,-0.09385922740512546,blue
720,submcc_end_nutr_pmpm_ct,6.710497235572328e-05,-0.03477810585577388,blue
840,cons_n2pmv,6.813687199112342e-05,-0.10821191822458975,blue
459,credit_bal_autofinance_new,6.933172088703041e-05,0.13028889305629512,red
728,submcc_hdz_arrh_pmpm_ct,7.032139941259e-05,0.2684641582942196,red
489,credit_hh_autofinance_new,7.039245664175726e-05,0.14194004168025495,red
483,credit_hh_1stmtgcredit_new,7.55311904689688e-05,-0.10238855597422357,blue
567,rx_branded_pmpm_ct,7.573441294446931e-05,0.28436059888638315,red
467,credit_bal_mtg_severederog,7.703053604457461e-05,0.07184324199366376,red
478,credit_bal_totalallcredit_60to89dpd,7.714272397278165e-05,-0.12651747474214387,blue
109,ccsp_062_ind,7.941434538228157e-05,0.2676562668863989,red
474,credit_bal_nonagnfirstmtg_60dpd,7.95406724988655e-05,-0.042742536680678817,blue
602,rx_gpi2_36_pmpm_ct,8.038435695900097e-05,0.22963271756384543,red
496,credit_hh_studentloan,8.397196497473933e-05,-0.13437677259196795,blue
505,credit_minmob_nonagn,8.600914998910039e-05,-0.1788944574842755,blue
465,credit_bal_mtg_90to119dpd,8.636411638282295e-05,0.18226157899800446,red
472,credit_bal_nonagn1stmorg_bankruptc,8.736246732782923e-05,0.06036900312591495,red
522,credit_num_mtg_90to119dpd,8.775917674310913e-05,0.10593519583768927,red
587,rx_gpi2_21_pmpm_ct,8.819416016298998e-05,0.5268767474931525,red
625,rx_gpi2_59_pmpm_ct,8.87675162831291e-05,0.50438038999345,red
706,submcc_cir_hbp_pmpm_ct,8.969148856518896e-05,-0.2035219345816373,blue
553,betos_t2a_pmpm_ct,9.236119728237169e-05,0.14359521260420693,red
135,cmsd2_mus_spondylopath_ind,9.314263092744452e-05,0.22988089180312105,red
469,credit_bal_nonagn1stmorg_30to59dpd,9.655753682622795e-05,-0.10481775277169865,blue
521,credit_num_mtg_60to89dpd,9.860068233840461e-05,0.055146410228201374,red
480,credit_bal_totalallcredit_new,0.00010014617588108175,-0.04493588914157497,blue
126,cms_dual_eligible_ind,0.00010016305814137818,0.1710541002389569,red
849,pdc_hf,0.00010246745852414761,-0.3687399071421029,blue
540,betos_m1b_pmpm_ct,0.00010266519162544719,-0.20046329308824976,blue
517,credit_num_consumerfinance,0.0001028935090197173,0.18401835016549914,red
807,submcc_sns_abd_pmpm_ct,0.00010429055043897496,0.2888576288377664,red
776,submcc_rar_cid_pmpm_ct,0.0001071310058368423,0.3607553164296706,red
835,total_outpatient_visit_ct_pmpm,0.00010935611757281783,0.017520374821534627,red
461,credit_bal_consumerfinance,0.00011173614122209205,-0.08250335347777923,blue
2,fci_score,0.00011338398109058523,0.014220657033146181,red
518,credit_num_consumerfinance_new,0.00011627821743935713,0.10553896238642939,red
493,credit_hh_mtg_severederog,0.00011640035190054173,-0.03647116263375686,blue
3,hcc_weighted_sum,0.00011730118680260157,-0.2195455996113056,blue
485,credit_hh_agencyfirstmtg_new,0.00011887172467516461,-0.07677590491829318,blue
792,submcc_res_inf_pmpm_ct,0.00012256829750679346,0.23451889117925329,red
854,cms_partd_ra_factor_amt,0.0001236519989024135,0.16752225900284812,red
550,betos_t1b_pmpm_ct,0.00012648775667867412,0.38779527556051707,red
533,credit_num_totalallcredit_collections,0.00012730446516338303,-0.003491959901558876,blue
519,credit_num_heloc_60dpd,0.0001302075465775548,0.014345829892979407,red
468,credit_bal_mtgcredit_new,0.00013112330346869204,0.10192297542577947,red
846,pdc_ost,0.0001322170607410627,-0.31291959833873834,blue
497,credit_hh_studentloan_60dpd,0.0001325958226550632,0.1383364111009832,red
798,submcc_rsk_fh/ho_pmpm_ct,0.00013833889252068578,0.29745257203921793,red
534,credit_prcnt_agencyfirstmtg,0.0001386632380171056,0.2390669827054558,red
603,rx_gpi2_37_pmpm_ct,0.00014233013399514414,0.3091804214844291,red
752,submcc_mus_arth_pmpm_ct,0.0001432021338500453,0.19363322943953826,red
458,credit_bal_autofinance,0.000145715927611888,0.087158784367798,red
711,submcc_dia_othr_pmpm_ct,0.0001483684812448169,0.4894343676029958,red
543,betos_m5c_pmpm_ct,0.0001484883650721861,-0.12215572068682914,blue
548,betos_o1g_pmpm_ct,0.00014864361641928905,-0.2680069158107209,blue
588,rx_gpi2_22_pmpm_ct,0.00014903582167043612,0.31232442519755055,red
664,rx_otc_pmpm_ct,0.00014945591870939062,0.2678243873688256,red
525,credit_num_nonagn1stmorg_30to59dpd,0.0001499788875229246,-0.03786117161598136,blue
750,submcc_men_othr_pmpm_ct,0.0001519054469058896,0.20777122722399569,red
639,rx_gpi2_75_pmpm_ct,0.00016102940957025348,0.5355938793636679,red
532,credit_num_studentloan_60dpd,0.00016135994747522534,0.2431785164326455,red
707,submcc_cir_othr_pmpm_ct,0.00017082078756375268,-0.2503875619533061,blue
717,submcc_dig_ugi_pmpm_ct,0.0001719585218489707,0.13449243256216203,red
524,credit_num_mtg_severederog,0.00017532919647470917,-0.07659295778603478,blue
449,credit_bal_1stmtg_60to89dpd,0.000177100965992769,0.1679265272253071,red
99,bh_bipr_ind,0.00017898428808526133,0.5726728502539892,red
508,credit_num_1stmtg_bankruptcy,0.00018287172373860575,-0.1823758259470959,blue
71,cms_ra_factor_type_cd_CF,0.00018375540126447452,0.482320936134054,red
498,credit_hh_totalallcredit_bankruptcy,0.00018785407783021856,0.13283606161303813,red
529,credit_num_nonagn1stmorg_collectio,0.0001896602918557865,0.19861969776215255,red
486,credit_hh_autobank,0.0001904582583028139,-0.17143387246901465,blue
103,bh_dema_ind,0.00019204239673293203,0.4012367322323586,red
827,submcc_vco_othr_pmpm_ct,0.000192163921549122,0.45308915504848,red
563,med_outpatient_visit_ct_pmpm,0.0001955060157124154,-0.30719969068791514,blue
264,submcc_dia_nep_ind,0.00019608685127896834,-0.5761414806185088,blue
725,submcc_gus_kub_pmpm_ct,0.00019885920099093647,0.4101790918149471,red
850,pdc_ast,0.00019889741032022527,-0.5570882941539284,blue
509,credit_num_1stmtg_collections,0.00020059379475294149,0.22574046563921368,red
568,rx_generic_pmpm_ct,0.0002030351257752129,-0.00084746487402984,blue
451,credit_bal_1stmtg_severederog,0.0002030755730461891,0.13808755522476737,red
491,credit_hh_consumerfinance,0.0002047460844158885,-0.2644018603279901,blue
530,credit_num_nonmtgcredit_60dpd,0.00021128170510512325,0.380726411714186,red
526,credit_num_nonagn1stmorg_60to89dpd,0.00021875839179386173,-0.18173199501305554,blue
520,credit_num_heloc_severederog,0.0002281035274025368,0.09829759390076388,red
510,credit_num_1stmtg_severederog,0.00024018608897503498,0.10973203731158024,red
615,rx_gpi2_49_pmpm_ct,0.00024410092946437745,0.45868047257223576,red
812,submcc_sns_othr_pmpm_ct,0.00024470806957848507,0.39204432670779704,red
484,credit_hh_agencyfirstmtg,0.00025472023942168387,-0.31168457033158303,blue
8,cons_hcaccprf_p_1.0,0.000260500668157306,-0.24711270942890703,blue
826,submcc_vco_exam_pmpm_ct,0.0002647501392485436,-0.2725131627155236,blue
537,credit_prcnt_nonagnfirstmtg,0.0002728902404987302,-0.2472625854006442,blue
754,submcc_mus_back_pmpm_ct,0.00029304617101599405,0.27578455052352113,red
133,cmsd2_men_men_substance_ind,0.0002963278311428916,0.3356470403041885,red
837,cci_score,0.0002970719651327329,-0.35776971442587086,blue
132,cmsd2_men_mad_ind,0.0003221895217655966,0.3421613840395796,red
630,rx_gpi2_65_pmpm_ct,0.0003327513025808251,0.3080591826258533,red
463,credit_bal_heloc_60dpd,0.00033559586808465294,0.36848025142336244,red
514,credit_num_autobank,0.0003392212325654734,-0.2440136380579951,blue
454,credit_bal_agencyfirstmtg_60dpd,0.0003396020540644859,0.13817598285043903,red
156,prov_spec_home_health_ind,0.0003446314831512121,0.8330566997718304,red
482,credit_hh_1stmtgcredit,0.0003461354232609543,-0.25317702611258586,blue
605,rx_gpi2_39_pmpm_ct,0.00035220980968005036,-0.2397879373556279,blue
663,rx_mail_pmpm_ct,0.0003536284088419483,-0.2796978135610404,blue
549,betos_t1a_pmpm_ct,0.0003610191701569221,-0.23095748434906838,blue
623,rx_gpi2_57_pmpm_ct,0.0003645221332713537,0.5948000486844264,red
766,submcc_ner_othr_pmpm_ct,0.00041220125669594635,0.29813119083896616,red
746,submcc_inj_othr_pmpm_ct,0.00043819091348802283,0.5197817792639988,red
665,rx_overall_pmpm_ct,0.00047002917537894174,0.5071862549326579,red
842,cons_n2pbl,0.0004962810839610705,0.3700540691075111,red
515,credit_num_autobank_new,0.0004983832387697324,-0.3720429582997027,blue
830,total_er_visit_ct_pmpm,0.0005009729046885533,0.5319259552554957,red
456,credit_bal_autobank,0.0005053787266771025,-0.291987177996606,blue
500,credit_hh_totalallcredit_severederog,0.0005430827049827776,0.4206695246125383,red
556,med_er_visit_ct_pmpm,0.0005602947982303187,0.5913254011757069,red
624,rx_gpi2_58_pmpm_ct,0.0005779729568257376,0.40232635752818957,red
477,credit_bal_totalallcredit_60dpd,0.0006551175520023012,0.4397642085314486,red
636,rx_gpi2_72_pmpm_ct,0.000732711485722162,0.5536151950002285,red
475,credit_bal_nonmtgcredit_60dpd,0.0008669177145797013,0.6172005347301107,red
749,submcc_men_depr_pmpm_ct,0.0008930592398558511,0.5159265971362267,red
499,credit_hh_totalallcredit_collections,0.0010965956384024797,0.42433208082267376,red
78,cms_ra_factor_type_cd_X,0.0010990278322865672,0.8619918386513493,red
566,rx_bh_pmpm_ct,0.0012425965839384116,0.6749987161840152,red
123,ccsp_239_ind,0.0017413573626234836,0.8360537278002224,red
856,cms_risk_adjustment_factor_a_amt,0.0021003529034645044,0.6865678756286439,red
25,cons_homstat_Y,0.002708941645149515,-0.699877367549432,blue
855,cms_ma_risk_score_nbr,0.0035223587842228175,0.48745467695760114,red
858,cms_risk_adj_payment_rate_a_amt,0.0038566032411899245,0.39445234416438135,red
128,cms_low_income_ind,0.004984410154494859,0.92418801377076,red
555,med_ambulance_visit_ct_pmpm,0.006053213025169691,0.5121406423620593,red
72,cms_ra_factor_type_cd_CN,0.006380872789059174,-0.9027804418351468,blue
853,cms_rx_risk_score_nbr,0.007306001422094936,0.41941514098577815,red
545,betos_o1a_pmpm_ct,0.008789247754816163,0.4274207607785735,red
829,total_ambulance_visit_ct_pmpm,0.013283469878251677,0.5211727876270397,red
125,cms_disabled_ind,0.013313464261104078,0.9404171111262973,red
857,cms_tot_partd_payment_amt,0.02237966169473266,0.8796265697622238,red
94,age_bins,0.0398787300095528,-0.7464284019615866,blue
